"","AS","BA","BB","BC","CA","CR","FC","FV","GB","KC","MC","ML","OF","PC","PR","PT","SB","SC","SH","SL","TB","WC","WF","WH"
"locus7413",0.2083,0,0,0.0909,0,0,0,0.1364,0.0625,0.1,0.0625,0,0.125,0,0.1667,0,0,0.1667,0,0.0556,0.1,0.1,0.0455,0
"locus7414",0.1667,0,0,0.1818,0,0,0,0,0,0,0.0625,0,0,0.0417,0,0,0,0,0,0.2778,0,0,0,0
"locus7415",0,0,0,0,0.0714,0,0,0.0455,0,0,0,0,0,0.125,0,0.1667,0.0625,0,0.0833,0,0.1,0.1,0,0
"locus7416",0.2083,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.0556,0,0,0,0,0.1667,0,0,0,0
"locus7417",0.2917,0.4375,0.5,0.1818,0.3571,0.375,0.3333,0.4091,0.25,0.45,0.4375,0.3889,0.375,0.4167,0.5,0.5,0.3125,0.5,0.4167,0.3333,0.5,0.35,0.3182,0.4583
"locus7418",0,0.0625,0.1,0.0909,0,0.0417,0.0556,0,0.0625,0.05,0,0,0,0.125,0.1111,0,0.25,0,0.3333,0,0,0.05,0.0455,0
"locus7419",0.4583,0.5,0.45,0.5,0.3571,0.5,0.3333,0.5,0.125,0.4,0.4375,0.2778,0.3125,0.375,0.3889,0.3333,0.5,0.4444,0.4167,0.4444,0.45,0.4,0.5,0.4583
"locus7420",0.4167,0.0625,0.35,0.3182,0.0714,0.0833,0.1667,0.4545,0.25,0.05,0.4375,0.0556,0.4375,0.375,0.5,0.1667,0.3125,0.3333,0.3333,0.5,0.3,0.4,0.4545,0.125
"locus7421",0.2083,0.25,0.3,0.4545,0.2143,0.0417,0.3889,0.2727,0.375,0.15,0.3125,0.1111,0.4375,0.2917,0.2222,0.1667,0.5,0.1667,0.3333,0.2222,0.3,0.45,0.3636,0.2917
"locus7422",0.0833,0,0.15,0.1818,0,0,0.3333,0.2727,0.125,0,0,0,0,0.2917,0.1111,0,0.125,0.1111,0,0.0556,0.05,0,0.0909,0.0417
"locus7423",0.2083,0.25,0.2,0,0.4286,0.4167,0.5,0.1364,0.3125,0.3,0.3125,0.2778,0.4375,0.375,0.0556,0,0.4375,0.1111,0,0.0556,0.1,0.05,0.1364,0.4583
"locus7424",0.1667,0,0.05,0,0,0,0,0.1364,0,0,0,0,0,0.0417,0.1667,0,0,0.1667,0,0.0556,0.05,0,0.0909,0.0833
"locus7425",0,0,0,0.0455,0.0714,0.0417,0.0556,0.0455,0,0,0.3125,0,0,0.0833,0,0,0.125,0,0.25,0,0,0.05,0.0909,0.2083
"locus7426",0,0,0,0,0,0,0,0.0455,0,0,0.0625,0,0,0.0417,0,0,0.0625,0,0.0833,0,0,0.05,0.0909,0.1667
"locus7427",0.0417,0.0625,0.05,0,0,0,0,0.4091,0,0,0,0,0,0.0417,0,0,0,0.1667,0,0,0,0.1,0,0
"locus7428",0,0.0625,0.1,0,0,0.0417,0.0556,0.0909,0,0,0,0,0,0.125,0,0,0.125,0,0,0,0,0.05,0,0.0417
"locus7429",0.3333,0,0.1,0.4545,0.0714,0,0.1667,0.1364,0.4375,0,0.0625,0,0.0625,0,0.1667,0,0.125,0.3333,0,0.3333,0.3,0,0.2727,0
"locus7430",0.0417,0,0.1,0.1818,0.2143,0.0417,0.0556,0.0455,0,0.05,0.125,0,0.0625,0.0417,0.0556,0.1667,0.0625,0,0,0.0556,0,0,0,0.0833
"locus7431",0.0833,0,0.05,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.0625,0.1667,0,0.1667,0.15,0.1,0,0
"locus7432",0,0.1875,0,0,0.1429,0,0,0,0.0625,0,0,0,0,0,0,0,0.1875,0.0556,0.0833,0.0556,0.05,0,0.1364,0.0833
"locus7433",0.0833,0,0,0,0,0,0,0,0.1875,0.05,0,0,0.0625,0.0417,0,0,0,0,0,0,0,0.05,0.0455,0
"locus7434",0.0417,0.0625,0,0.0455,0,0,0,0.0909,0,0,0,0,0.0625,0,0,0,0,0,0.0833,0,0.1,0,0.0455,0
"locus7435",0.0833,0,0.05,0,0,0.0833,0.0556,0,0,0,0,0,0,0.0833,0,0,0,0,0.0833,0.3889,0.05,0,0,0
"locus7436",0.0417,0.125,0.25,0.0909,0,0.2083,0.1667,0.3182,0.125,0,0,0,0.375,0.25,0.1667,0.1667,0.25,0.2778,0.25,0.1111,0.15,0.25,0.0455,0.0417
"locus7437",0.5,0.4375,0.3,0.3182,0.0714,0.5,0.1111,0.4545,0.375,0.25,0.3125,0.4444,0.5,0.25,0.4444,0.3333,0.125,0.3889,0.3333,0.3889,0.45,0.15,0.2727,0.125
"locus7438",0.1667,0.0625,0.1,0.0909,0,0,0,0.0455,0,0.1,0.125,0,0.1875,0.1667,0.1111,0.1667,0.125,0,0,0.0556,0.15,0.1,0.0909,0.0833
"locus7439",0.2083,0.125,0.1,0,0,0,0,0.0909,0,0,0.25,0,0,0.125,0,0,0.125,0.0556,0.0833,0.0556,0,0.05,0,0
"locus7440",0,0.0625,0,0.1818,0.2143,0,0.1667,0,0,0,0,0.0556,0,0,0.0556,0,0.0625,0,0,0.3889,0.05,0,0,0
"locus7441",0.25,0.125,0.1,0.4545,0.2857,0.2083,0.4444,0.1364,0.125,0,0.4375,0,0,0.25,0,0.3333,0.125,0,0.25,0.1111,0.1,0.05,0.1364,0.375
"locus7442",0.0833,0.0625,0,0.0455,0,0.125,0,0,0.0625,0.2,0,0.0556,0,0,0,0,0,0,0,0,0,0.05,0,0
"locus7443",0.3333,0.1875,0.5,0.2727,0.0714,0.125,0.1111,0.4545,0.5,0.1,0.25,0.1111,0.1875,0.4167,0.1667,0.3333,0.4375,0.1667,0.0833,0.3889,0.35,0.2,0.3636,0.0417
"locus7444",0.4583,0.4375,0.3,0.4545,0.3571,0.4583,0.2778,0.3636,0.25,0.1,0.25,0.3889,0.375,0.2083,0.4444,0.3333,0.25,0.4444,0.4167,0.4444,0.5,0.4,0.3636,0.3333
"locus7445",0,0.0625,0.05,0.1364,0,0.125,0.1111,0.0455,0,0.05,0,0.0556,0.0625,0.125,0.0556,0,0.1875,0,0.0833,0.0556,0.05,0,0.1364,0.125
"locus7446",0.0833,0.125,0,0.0455,0,0,0,0.0909,0,0.05,0.125,0,0,0.0417,0.2222,0,0,0.0556,0.0833,0.0556,0.05,0.3,0.0909,0
"locus7447",0,0.0625,0,0.0455,0.0714,0.0833,0,0,0,0.25,0,0.1111,0,0,0,0,0,0,0,0.4444,0.2,0.05,0.0455,0.0833
"locus7448",0.375,0.1875,0.4,0.5,0.4286,0.3333,0.4444,0.4545,0.25,0.35,0.375,0.1667,0.4375,0.4167,0.3889,0.3333,0.5,0.5,0.4167,0.2222,0.45,0.4,0.3636,0.375
"locus7449",0,0.125,0,0.0455,0.1429,0.375,0.1111,0.0909,0.0625,0.5,0,0.3333,0.25,0.2083,0,0,0.125,0.2778,0.25,0,0.05,0.25,0.1364,0.1667
"locus7450",0.375,0.25,0.35,0.3636,0.2143,0.3333,0.3333,0.2727,0.4375,0.2,0.1875,0.1111,0.3125,0.2083,0.4444,0.3333,0.3125,0.4444,0.0833,0.3333,0.45,0.1,0.4091,0.3333
"locus7451",0,0,0.05,0,0.4286,0.25,0.2778,0.0455,0,0.35,0.1875,0.5,0.1875,0.0417,0,0.1667,0.0625,0,0.1667,0,0.1,0,0.1364,0.2917
"locus7452",0.2083,0.4375,0.25,0.2727,0.5,0.375,0.2222,0.4091,0.4375,0.3,0.3125,0.4444,0.375,0.3333,0.3889,0.3333,0.125,0.2222,0.4167,0.0556,0.25,0.4,0.3636,0.375
"locus7453",0,0,0.2,0.1364,0,0.0417,0,0.0909,0,0,0.0625,0,0.1875,0.1667,0.1667,0,0.25,0.0556,0,0,0.05,0.1,0,0
"locus7454",0,0.125,0.15,0,0,0.125,0.1111,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"locus7455",0,0.125,0.05,0,0,0.2083,0,0,0,0,0,0,0.125,0.25,0,0.1667,0.1875,0.0556,0.1667,0,0,0.1,0,0.0417
"locus7456",0.0417,0.1875,0.2,0.0455,0.1429,0.0417,0.4444,0.3182,0.125,0.2,0.3125,0.0556,0.5,0.0833,0.2222,0.3333,0.375,0.5,0.25,0.0556,0.2,0.3,0.4545,0.375
"locus7457",0,0.0625,0,0,0,0.0833,0,0,0.1875,0,0.0625,0,0,0,0,0,0.0625,0.1111,0,0,0.05,0.05,0,0
"locus7458",0,0,0,0,0,0,0.2222,0,0,0.1,0,0,0,0,0,0,0,0,0,0.0556,0,0,0,0.125
"locus7459",0.0417,0.125,0,0.0909,0.0714,0,0.1667,0,0,0.1,0,0,0.0625,0,0,0,0,0,0.1667,0,0,0.1,0,0.25
"locus7460",0.0417,0,0.1,0.0455,0,0.125,0.0556,0,0.0625,0,0,0,0,0.0417,0.2222,0.1667,0,0,0.0833,0,0.05,0.05,0.0455,0.0833
"locus7461",0.2083,0.125,0.45,0.0455,0,0.0833,0,0.5,0,0.1,0.25,0,0.4375,0.375,0.2222,0.5,0.3125,0.3889,0.1667,0.3333,0.25,0.35,0.2273,0.0417
"locus7462",0.0417,0.1875,0.1,0,0.1429,0.0417,0.5,0.1818,0.125,0.05,0,0.1111,0.25,0.2083,0.0556,0.1667,0.0625,0.2222,0.1667,0.0556,0.2,0.15,0.0909,0.4583
"locus7463",0.25,0.375,0.25,0.4091,0.3571,0.4583,0.3333,0.3182,0.375,0.45,0.25,0.2222,0.25,0.2083,0.3333,0.5,0.375,0.4444,0.25,0.0556,0.15,0.4,0.5,0.25
"locus7464",0.4583,0,0.2,0.1818,0,0,0,0.3182,0,0.05,0,0,0.125,0.0417,0.5,0.1667,0.25,0.3889,0,0.4444,0.2,0.15,0.4545,0
"locus7465",0,0,0,0,0,0,0.1667,0,0.0625,0,0.0625,0,0,0,0,0,0.0625,0.0556,0,0.0556,0.05,0,0.0455,0
"locus7466",0.0417,0,0.15,0.0455,0.0714,0.1667,0.1111,0,0.125,0,0,0,0.0625,0,0.1111,0,0,0,0,0.0556,0,0,0.0455,0
"locus7467",0.25,0.4375,0.15,0,0,0.1667,0.1667,0.0909,0.1875,0.4,0.1875,0.3889,0.0625,0.0833,0,0,0.125,0,0,0.2222,0.25,0,0.0455,0.0417
"locus7468",0.0833,0,0,0.0455,0,0,0,0.0909,0,0,0.0625,0,0,0.1667,0,0,0,0,0,0,0.05,0.05,0.0455,0
"locus7469",0.0417,0.125,0,0.0455,0.4286,0.125,0.4444,0.0455,0,0.05,0.1875,0.1667,0.0625,0.0417,0,0.1667,0.0625,0,0.4167,0,0.05,0.15,0.0909,0.4583
"locus7470",0.2917,0.125,0.35,0.1364,0.0714,0.25,0.3333,0.3182,0.25,0.05,0.25,0,0.3125,0.2917,0.2778,0.3333,0.25,0.2222,0.25,0.4444,0.4,0.4,0.2273,0.1667
"locus7471",0.375,0.1875,0.15,0.2273,0.1429,0.2917,0.2778,0.2727,0.375,0.4,0.0625,0.4444,0,0.125,0.5,0.1667,0.125,0.2778,0,0.1667,0.2,0.15,0.0455,0.2083
"locus7472",0.375,0,0,0.1364,0,0,0,0,0,0,0.0625,0,0,0,0.4444,0,0,0,0,0.2222,0.4,0,0,0.0417
"locus7473",0.2917,0.375,0.45,0.4545,0.5,0.25,0.4444,0.4091,0.4375,0.35,0.4375,0.3333,0.4375,0.5,0.4444,0.5,0.4375,0.3889,0.25,0.2778,0.5,0.4,0.4091,0.5
"locus7474",0,0,0,0,0.1429,0.0417,0.1667,0,0.25,0.2,0,0,0,0.0417,0,0,0,0,0,0,0,0.05,0,0
"locus7475",0.2917,0.25,0.05,0.4091,0,0,0.0556,0.0455,0.25,0.05,0.0625,0,0.1875,0,0.2778,0,0,0.1667,0.0833,0.0556,0.35,0.05,0.3636,0
"locus7476",0.0833,0,0,0,0,0.0833,0.0556,0.0455,0,0.05,0,0.0556,0.0625,0.0417,0.1111,0,0,0.1111,0.0833,0,0,0.1,0.1364,0
"locus7477",0.375,0.0625,0.15,0.3636,0.5,0.2083,0.3889,0.0909,0.25,0.4,0.375,0.1111,0.125,0.2917,0.2778,0,0.0625,0.0556,0.3333,0.3333,0.25,0.2,0.2727,0.2917
"locus7478",0.0417,0.0625,0,0,0,0,0,0,0.0625,0,0.0625,0.0556,0,0,0,0,0,0,0,0,0.15,0,0.0455,0.0833
"locus7479",0,0.0625,0.05,0,0.0714,0.0833,0,0.0909,0.0625,0.05,0.0625,0.0556,0,0.1667,0,0,0.125,0,0.3333,0,0,0,0.0455,0.0833
"locus7480",0,0.0625,0,0.2273,0,0,0.0556,0,0.0625,0,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,0.2,0,0,0.0417
"locus7481",0.0417,0.375,0,0,0,0,0,0,0,0.4,0,0.2222,0,0,0,0,0,0.0556,0,0,0.15,0.05,0.0455,0.0417
"locus7482",0.0417,0,0,0,0.1429,0,0.2222,0,0,0,0,0,0,0.125,0,0,0.125,0,0.1667,0.0556,0,0.2,0,0.375
"locus7483",0.125,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.0556,0,0,0,0,0.1667,0.15,0,0.1364,0
"locus7484",0.375,0.25,0.35,0.5,0.2143,0.2083,0.2778,0.3636,0.5,0.25,0.375,0.1111,0.4375,0.375,0.5,0.5,0.1875,0.4444,0.4167,0.3889,0.5,0.35,0.5,0.3333
"locus7485",0,0,0.15,0,0,0.0417,0,0.0909,0,0.1,0.1875,0,0.0625,0.0417,0,0,0,0.1667,0,0,0.05,0.05,0.0909,0.25
"locus7486",0.3333,0.375,0.4,0.4545,0.3571,0.0417,0.2778,0.3182,0.4375,0.1,0.25,0.0556,0.375,0.5,0.2222,0,0.1875,0.2778,0.3333,0.1111,0.4,0.4,0.3182,0.375
"locus7487",0.0833,0.0625,0.05,0,0,0.0833,0,0,0,0,0.0625,0,0,0,0.2222,0,0.125,0.0556,0,0.1667,0.05,0,0.0455,0
"locus7488",0.1667,0.125,0.15,0,0,0.25,0.0556,0,0.0625,0.1,0,0.1111,0.0625,0.0417,0.0556,0.1667,0.125,0,0,0.3889,0.05,0,0,0.0417
"locus7489",0.2917,0,0,0.2273,0,0,0,0.0455,0.125,0,0,0,0.0625,0.0417,0.0556,0.1667,0,0,0,0,0.1,0,0.1364,0
"locus7490",0.0417,0,0,0.1818,0,0.0833,0,0,0.125,0,0,0.1667,0.0625,0.0417,0.0556,0,0,0,0,0,0.15,0.05,0.0909,0
"locus7491",0.0417,0,0,0,0,0.0417,0,0.0455,0,0,0,0,0.0625,0.0417,0,0,0,0.0556,0,0,0,0.2,0.2273,0
"locus7492",0.4583,0.4375,0.45,0.3636,0.4286,0.375,0.3333,0.5,0.25,0.3,0.5,0,0.4375,0.5,0.3889,0.5,0.4375,0.2778,0.25,0.1667,0.4,0.35,0.2273,0.4167
"locus7493",0,0.1875,0.15,0.1818,0.2857,0.1667,0,0.2727,0,0.4,0,0.3333,0.3125,0.25,0,0,0.0625,0,0,0,0,0.1,0,0.125
"locus7494",0.0833,0.3125,0.15,0.0455,0,0.2083,0.0556,0.1364,0,0.2,0.3125,0.1667,0.0625,0,0,0,0.0625,0.1111,0.1667,0.0556,0.15,0.05,0.0909,0.125
"locus7495",0,0,0.15,0,0,0,0.0556,0.0455,0,0,0,0,0,0.0417,0.1667,0.3333,0,0.0556,0,0.0556,0.1,0,0,0
"locus7496",0.0417,0,0,0,0.0714,0,0,0.0909,0,0,0.0625,0,0.0625,0,0.1111,0,0,0.1111,0,0.3333,0,0,0.0909,0
"locus7497",0.1667,0.0625,0.2,0.1818,0,0.0417,0,0.1818,0.125,0.1,0.125,0.0556,0.3125,0.125,0.1667,0.1667,0,0.1111,0.0833,0,0.25,0.1,0.1364,0.0417
"locus7498",0.4583,0.5,0.35,0.3636,0.3571,0.4167,0.5,0.4545,0.375,0.35,0.375,0.3889,0.4375,0.4583,0.2778,0.5,0.375,0.4444,0.25,0.4444,0.45,0.45,0.3636,0.4167
"locus7499",0.2083,0.5,0.45,0.4091,0.4286,0.4583,0.4444,0.4545,0.1875,0.35,0.5,0.1667,0.375,0.4583,0.5,0.5,0.375,0.3889,0.3333,0.1111,0.45,0.25,0.3636,0.4583
"locus7500",0,0,0.05,0,0.2143,0,0,0,0,0,0.0625,0,0,0.0417,0,0,0.0625,0,0.0833,0.0556,0,0,0.0455,0.0833
"locus7501",0.4583,0.25,0.3,0.3636,0,0.125,0.1111,0.2273,0.5,0.15,0.3125,0.1667,0.4375,0.2083,0.2778,0.3333,0.3125,0.2778,0.1667,0.2778,0.5,0.25,0.3636,0
"locus7502",0.4167,0.1875,0.4,0.5,0.2857,0.2917,0.2778,0.4545,0.3125,0.05,0.4375,0.1111,0.4375,0.4583,0.5,0.5,0.375,0.3889,0.4167,0.3889,0.5,0.5,0.4091,0.4583
"locus7503",0,0,0.15,0.0455,0.5,0.1667,0.2222,0.0455,0.0625,0.3,0.0625,0.2778,0.1875,0.0417,0,0,0.0625,0,0.1667,0.0556,0.05,0.15,0,0.375
"locus7504",0.1667,0.3125,0.25,0.1364,0.2857,0.4167,0.1667,0.1364,0.375,0.5,0.1875,0.5,0.375,0.3333,0.0556,0,0.375,0.1111,0.3333,0.2222,0.2,0.3,0.1818,0.25
"locus7505",0.0417,0.1875,0,0,0.0714,0.3333,0,0,0.0625,0.45,0.0625,0.5,0,0.1667,0,0,0.0625,0,0,0,0,0.05,0.0455,0.0833
"locus7506",0.4583,0.4375,0.45,0.2727,0.2143,0.2917,0.2222,0.3182,0.1875,0.15,0.5,0.1111,0.3125,0.4167,0.5,0.1667,0.4375,0.4444,0.5,0.1111,0.3,0.4,0.5,0.375
"locus7507",0,0,0,0,0,0.0417,0.1667,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0.05,0,0,0.1667
"locus7508",0,0.375,0,0,0,0.2083,0.0556,0,0,0.05,0.0625,0,0,0,0,0,0,0,0,0,0.05,0,0,0
"locus7509",0,0.125,0.1,0,0.0714,0.125,0,0.0455,0,0.3,0.0625,0.0556,0,0.0833,0,0.1667,0,0,0.1667,0,0.15,0,0.0455,0.125
"locus7510",0,0,0,0,0.1429,0.0417,0.1111,0,0,0,0.0625,0,0,0.0833,0,0.1667,0,0,0.1667,0,0,0,0,0.0417
"locus7511",0.25,0.3125,0.35,0.1364,0.5,0.25,0.1667,0.2727,0.125,0.4,0.375,0.2222,0.375,0.2917,0.1111,0.1667,0.375,0.3889,0.4167,0.3889,0.2,0.2,0.1818,0.3333
"locus7512",0.3333,0.3125,0.2,0.5,0.1429,0.375,0.2778,0.4091,0.25,0.45,0.125,0.2778,0.3125,0.25,0.2778,0.3333,0.125,0.3333,0.3333,0.4444,0.35,0.5,0.3182,0.0833
"locus7513",0,0,0,0.0455,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,0,0.25
"locus7514",0.2917,0.4375,0.3,0.2273,0.2857,0.2083,0.4444,0.1364,0.5,0.25,0.1875,0.1667,0.3125,0.25,0.2778,0,0.3125,0.1667,0.1667,0.3889,0.45,0.15,0.1818,0.375
"locus7515",0,0,0,0.3182,0.1429,0,0,0,0.0625,0.05,0,0,0,0,0,0,0.125,0.0556,0,0,0,0.05,0,0.0833
"locus7516",0,0,0.25,0,0,0,0,0.1818,0,0,0.0625,0,0.0625,0.125,0.0556,0,0.0625,0.1667,0,0,0.05,0.05,0.1818,0
"locus7517",0,0,0.05,0.2273,0,0.0417,0,0,0,0.05,0,0,0,0,0,0,0.0625,0,0,0,0,0.25,0,0
"locus7518",0.1667,0.125,0.15,0.0909,0.0714,0.125,0.0556,0.2727,0.0625,0.25,0.125,0.0556,0.25,0.2083,0.1111,0.1667,0.25,0.1111,0.0833,0.3333,0.05,0.1,0.0909,0.25
"locus7519",0,0,0,0,0,0.0833,0,0,0,0,0.125,0,0,0,0.1111,0,0.0625,0,0,0,0.05,0.2,0.0909,0
"locus7520",0,0.0625,0,0.1364,0.1429,0.0833,0.0556,0.0455,0.3125,0.05,0,0.1667,0,0.0417,0.0556,0,0.0625,0.1667,0,0,0.05,0.15,0,0.125
"locus7521",0.0417,0,0,0.0455,0,0,0,0,0.125,0.05,0,0,0.0625,0.0833,0.0556,0,0,0,0,0.0556,0,0,0,0
"locus7522",0,0.125,0.05,0.0455,0.4286,0.4167,0.0556,0.0909,0,0.4,0,0.5,0.3125,0.125,0,0,0.3125,0.1111,0.0833,0.0556,0.05,0.15,0.1818,0.2083
"locus7523",0.25,0,0.1,0.0909,0.0714,0,0.2222,0.1818,0.0625,0.05,0,0.0556,0.0625,0.0833,0.0556,0,0.1875,0.1667,0.25,0.1111,0.2,0.15,0.1818,0.0417
"locus7524",0.5,0.1875,0.35,0.5,0,0.0833,0.3333,0.3636,0.375,0.15,0.5,0,0.4375,0.5,0.5,0.3333,0.4375,0.4444,0.3333,0.1667,0.4,0.4,0.2273,0.4167
"locus7525",0.0833,0.25,0,0.0909,0,0.375,0.3333,0.0455,0.0625,0.1,0,0,0.3125,0.0417,0,0.1667,0.0625,0,0.0833,0,0,0.25,0,0.0833
"locus7526",0,0,0.05,0,0,0,0,0,0,0,0,0.0556,0,0,0,0.3333,0.1875,0,0.0833,0,0,0.25,0,0
"locus7527",0,0.0625,0.1,0,0.0714,0,0.0556,0.0909,0.0625,0.05,0.0625,0,0.125,0.0417,0.0556,0,0.0625,0.0556,0,0,0,0,0,0
"locus7528",0,0,0.1,0,0.1429,0.0417,0.0556,0.1364,0.0625,0,0,0,0,0.125,0.1667,0,0,0,0,0,0.05,0,0.0909,0
"locus7529",0.2917,0.25,0.2,0.4091,0.3571,0.4167,0.2222,0.4545,0.3125,0.4,0.3125,0.1111,0.4375,0.2917,0.3333,0.3333,0.3125,0.4444,0.4167,0.1667,0.5,0.3,0.4545,0.2083
"locus7530",0.0417,0,0,0,0,0,0.0556,0,0,0,0,0,0,0,0.1111,0,0,0.0556,0,0,0.15,0.05,0.0455,0
"locus7531",0.375,0,0.25,0.3636,0,0,0.1667,0.4545,0,0.1,0.1875,0,0.1875,0.2083,0.3889,0,0.3125,0.1111,0.3333,0.3889,0.25,0.05,0.0455,0.0417
"locus7532",0,0,0,0,0.1429,0.1667,0,0.0455,0,0.1,0,0.1667,0,0,0.0556,0,0,0,0,0.1111,0,0,0,0
"locus7533",0.125,0,0,0,0,0,0,0.0909,0.125,0.1,0,0.1111,0.1875,0.0833,0.1111,0.1667,0.125,0.0556,0,0.3889,0.05,0,0.0455,0
"locus7534",0.1667,0.0625,0,0.0455,0.2857,0.2917,0.0556,0,0,0.45,0.125,0.3889,0.0625,0,0.1111,0.5,0.0625,0,0.1667,0,0.05,0,0,0.0833
"locus7535",0.5,0.4375,0.45,0.4545,0.4286,0.4583,0.5,0.5,0.375,0.25,0.4375,0.3333,0.4375,0.5,0.3333,0.3333,0.5,0.5,0.4167,0.4444,0.5,0.5,0.3636,0.375
"locus7536",0.0417,0.0625,0,0,0,0.125,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0.05,0,0.0455,0
"locus7537",0.1667,0,0,0,0,0,0,0,0,0,0.1875,0,0.0625,0,0,0,0,0,0,0,0,0,0.0909,0
"locus7538",0.2083,0.125,0,0.4091,0,0,0,0.0909,0,0,0.125,0,0,0,0,0.3333,0,0.1667,0,0.4444,0.15,0,0.2273,0
"locus7539",0.0417,0,0.05,0,0.0714,0.0833,0.0556,0.0909,0.1875,0,0.3125,0,0.0625,0,0,0.1667,0.125,0.0556,0.0833,0,0.05,0.05,0,0.25
"locus7540",0.0417,0,0.05,0,0,0,0,0.0909,0,0,0,0,0.125,0,0.2222,0,0.0625,0,0,0,0.1,0,0.0455,0
"locus7541",0.0833,0,0.05,0,0,0.0417,0,0.1364,0,0,0.125,0,0,0.0833,0.0556,0,0.125,0.0556,0,0,0.05,0,0,0
"locus7542",0,0,0,0,0,0,0.1667,0,0,0.1,0,0,0,0,0.1111,0,0.125,0,0.3333,0,0.05,0,0,0
"locus7543",0.0833,0.0625,0.05,0,0,0.0417,0.1667,0.0455,0,0,0.1875,0,0.0625,0.125,0.0556,0,0.0625,0,0.1667,0.1667,0.1,0,0,0.0833
"locus7544",0.0833,0.125,0.3,0.2727,0.3571,0.1667,0.3333,0.4091,0.0625,0.15,0.375,0.1111,0.3125,0.2083,0,0,0.4375,0.1667,0.25,0.1667,0,0.1,0.1364,0.4167
"locus7545",0.125,0.0625,0.1,0,0,0.0417,0,0,0,0,0,0,0.0625,0.0833,0,0,0.3125,0,0.25,0,0.1,0,0,0
"locus7546",0,0.0625,0.05,0.2273,0.2143,0.2083,0.3889,0,0.125,0.1,0.0625,0.1111,0.0625,0.2083,0.0556,0.1667,0.125,0,0.3333,0.0556,0,0.35,0.0909,0.4167
"locus7547",0,0.25,0.15,0.2727,0.2857,0.3333,0.1111,0.1364,0,0.4,0,0.4444,0,0.125,0,0,0.125,0.1667,0,0.4444,0.05,0.1,0,0.0417
"locus7548",0,0,0,0,0,0.0417,0,0.0909,0,0,0,0,0.1875,0,0,0,0,0.2222,0.0833,0,0,0.05,0,0
"locus7549",0,0.0625,0,0,0.2143,0,0.1111,0,0,0,0.125,0,0,0.0417,0,0,0,0,0.0833,0,0,0,0.0909,0
"locus7550",0.1667,0,0.05,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0.1667,0,0.0556,0,0,0.0455,0
"locus7551",0.4167,0.1875,0,0.4091,0.3571,0.375,0.1667,0.1818,0.4375,0.4,0.1875,0.3889,0.1875,0.0417,0.5,0,0.125,0.5,0,0.2222,0.5,0.05,0.3636,0.1667
"locus7552",0,0,0,0,0.2857,0.0417,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2273,0
"locus7553",0,0.0625,0,0,0,0.125,0,0,0,0.15,0,0.1111,0,0.0417,0,0.1667,0,0,0,0,0,0,0,0.0417
"locus7554",0.25,0.4375,0.4,0.3182,0.4286,0.3333,0.3333,0.3636,0.5,0.15,0.3125,0,0.375,0.375,0.3333,0.5,0.5,0.2778,0.1667,0.0556,0.3,0.35,0.2727,0.2917
"locus7555",0,0.1875,0.05,0.0909,0.4286,0.1667,0.1111,0.0909,0,0.45,0.0625,0.2778,0,0,0.0556,0.1667,0.0625,0.0556,0.0833,0,0,0.1,0.0455,0.125
"locus7556",0.2083,0.0625,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.1111,0,0,0.0556,0,0,0.05,0,0.0455,0
"locus7557",0.0833,0.125,0,0.2273,0,0.0417,0,0,0,0.1,0,0.0556,0,0,0.0556,0,0,0,0,0.0556,0.1,0,0.0455,0
"locus7558",0.0417,0.1875,0.05,0.0909,0,0,0.0556,0,0,0.05,0.0625,0,0,0.0833,0.2778,0,0,0,0,0.0556,0,0.05,0.0455,0
"locus7559",0.0417,0,0.15,0.0909,0,0,0.0556,0.0455,0,0.05,0,0,0,0,0.0556,0.1667,0.0625,0,0,0,0.15,0.15,0.0455,0
"locus7560",0.0833,0.0625,0,0,0.0714,0.2083,0.1111,0.1364,0,0.3,0,0,0,0.0833,0,0.1667,0.125,0,0,0.1111,0,0.15,0.0455,0.2083
"locus7561",0,0.4375,0.05,0.2273,0.4286,0.4583,0.2222,0.1364,0.125,0.4,0.25,0.5,0.0625,0.0833,0,0.1667,0.0625,0.1111,0.25,0.2222,0.05,0.1,0.1818,0.4583
"locus7562",0.125,0,0,0,0,0,0,0,0,0,0.0625,0.1111,0,0.0417,0.0556,0,0,0.2778,0,0,0.3,0.1,0.2727,0
"locus7563",0.0417,0,0.05,0.0455,0.1429,0.0417,0,0.0909,0.1875,0,0.0625,0,0.1875,0.1667,0.1667,0.1667,0.125,0.1111,0.0833,0,0,0,0.2273,0.0833
