"","AS","BA","BB","BC","CA","CR","DA","FC","FV","GB","KC","MC","ML","OF","PC","PM","PR","PT","SB","SC","SH","SL","TB","WC","WF","WH"
"locus6035",1,1,0.95,0.9545,1,0.8333,0.9,1,0.9545,1,0.9545,1,1,0.9375,0.875,1,1,1,1,0.9444,1,0.9545,1,0.9444,1,0.9583
"locus6036",0.625,0.8125,0.9,0.7,1,0.9583,1,1,0.6,0.8333,0.95,0.9167,1,0.8125,0.7,0.7273,0.7778,0.5,0.9167,0.7143,1,0.5625,0.6667,0.85,0.8125,0.9583
"locus6037",0.3889,0.6429,0.4286,0.3333,0.5833,0.8,1,0.3,0.5,0.6667,1,0.4167,1,0.6,0.5,0.9286,0.375,0.5,0.3333,0.625,0.375,0.6667,0.5,0.5714,0.4167,0.4583
"locus6038",0.9583,0.9167,0.75,0.9545,0.8889,0.75,1,0.8889,0.9,0.9375,0.9,1,0.95,0.8125,0.7727,0.95,0.9444,0.8333,0.8333,0.9286,0.8571,0.9545,0.75,0.8571,0.9545,1
"locus6039",0.0417,0.5,0.05,0.0455,1,1,0,0.2222,0.0455,0.1875,0.8636,0.0714,0.95,0,0.125,0,0,0.1667,0.25,0.125,0.1667,0,0.2,0.3333,0.1429,0.7917
"locus6040",0,0.3125,0,0.4,0,0.125,0,0,0,0.4167,0.125,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0
"locus6041",0.85,1,1,0.6875,1,1,1,0.7857,0.9545,1,1,1,1,1,1,1,0.8889,1,0.9375,0.75,0.9167,1,0.8571,0.95,0.7222,0.5714
"locus6042",1,0.8,0.9,1,1,0.85,1,0.9444,1,1,0.625,1,0.5714,0.9375,0.9167,1,1,1,0.9375,0.8333,0.9286,1,1,1,1,0.9583
"locus6043",0.0417,0.0625,0,0.2222,0,0,0,0.0625,0.1364,0,0,0.0625,0,0,0.2273,0,0.0625,0,0,0.0556,0.1429,0.375,0.1,0,0,0
"locus6044",0,0,0,0,0.0556,0.0833,0,0.3333,0,0,0.0909,0,0.05,0,0,0,0,0,0,0,0.1429,0.0455,0,0,0.0455,0.1818
"locus6045",0.8333,1,1,0.9545,0.9444,1,1,1,1,0.8125,1,1,0.95,1,0.9583,0.9545,0.9444,1,1,0.9444,0.9286,1,0.9,1,1,1
"locus6046",0.5556,0.8125,0.8889,0.5714,0.9444,0.9167,0,0.6667,0.5625,0.1667,0.9545,0.9167,1,0.4375,0.7273,0.0909,0.2778,0.5,0.75,0.5,0.9286,0.875,0.65,0.5556,0.8,0.7083
"locus6047",0.9583,0.9375,0.9,0.8636,1,1,1,0.875,0.9091,0.875,1,1,0.9,0.9375,0.9091,1,1,1,0.875,0.9444,0.7857,0.9545,1,0.85,1,0.8182
"locus6048",0,0.125,0.15,0,0.0556,0.0417,0,0.1667,0,0,0,0,0,0.0625,0,0,0,0,0.125,0,0,0.0455,0,0,0.0909,0.2917
"locus6049",0.2273,0.0625,0,0.3333,0,0.0417,0.3,0.1,0.0455,0,0,0.25,0,0,0.0417,0,0,0.25,0,0.1111,0.3,0.375,0.1111,0.05,0.4167,0
"locus6050",0.7273,1,1,1,1,1,1,1,0.9545,1,1,0.8125,1,1,0.9583,1,0.8125,0.6667,1,1,1,0.9444,0.6875,1,0.9545,1
"locus6051",0.9167,0.9286,0.8889,0.7222,0.8333,1,1,0.8125,0.9091,0.5,0.8571,0.9,0.9167,0.8125,0.9286,1,0.8125,0.5,0.9286,1,1,0.9444,1,1,0.8125,1
"locus6052",0.9167,1,0.95,0.9545,1,1,1,1,0.9545,1,1,0.9375,1,1,0.875,0.9545,0.9444,1,0.9375,1,0.9167,0.9545,1,0.85,1,1
"locus6053",0.9583,0.6,0.8333,1,1,1,1,1,0.8636,1,0.8333,1,1,0.5714,0.85,0.9545,1,0.8333,0.75,1,0.8333,1,0.9,0.7778,0.85,0.9167
"locus6054",0.75,0.4167,0.4375,0.6111,0.6667,0.3333,0,0.375,0.625,0.1667,0.3182,0.4167,0.3571,0.625,0.5,0.125,0.6667,0.25,0.4167,0.75,0.3,1,0.7143,0.4167,0.7273,0.5
"locus6055",0.875,1,0.75,0.9091,0.6,0.7917,1,1,0.8125,0.9375,0.6818,0.6,0.9444,0.75,0.875,1,0.9444,1,0.7,1,0.75,0.8636,0.9,0.9444,1,0.8333
"locus6056",0,0,0.05,0.1818,0,0.25,0,0.0556,0,0.25,0.5,0,0.75,0.125,0,0,0,0,0,0,0,0,0,0.1,0.0455,0
"locus6057",1,1,1,1,1,0.9583,1,0.9444,1,0.875,1,0.875,1,0.9375,0.8333,1,0.9444,0.8333,1,1,0.9286,0.9091,1,1,1,1
"locus6058",0.875,1,1,0.9545,1,1,1,1,0.95,1,1,1,1,1,1,0.9545,0.8889,1,1,1,1,0.9091,1,0.95,0.9545,1
"locus6059",0.9091,0.9167,1,0.9,0.625,0.6111,1,0.9,1,0.9375,1,1,NA,0.9167,0.7143,0.9091,0.9444,1,1,0.9375,0.9167,0.8125,0.95,0.7222,0.75,0.4375
"locus6060",0.9167,1,1,0.7727,1,1,1,0.8889,0.7778,0.75,1,1,0.8,0.875,0.7222,0.9286,1,0.8333,0.9,1,1,1,0.95,1,0.9545,1
"locus6061",0.85,1,1,0.9444,1,1,1,0.7222,0.9545,1,1,0.9,1,0.875,1,1,0.7143,1,1,0.9375,0.75,0.6429,0.8571,0.9444,0.9444,1
"locus6062",0,0.0625,0,0.3571,0.0556,0.1818,0,0.1429,0,0.0625,0.0455,0,0.05,0.125,0,0,0.3,0,0.0625,0.0556,0.1,0.0714,0,0.05,0,0.25
"locus6063",0.875,1,1,0.9091,0.4375,0.9091,1,0.5,0.9545,0.9375,1,0.4286,1,1,0.7917,1,1,0.6667,0.9286,0.8889,0.4167,0.9545,0.9,0.7778,0.65,0.35
"locus6064",0.7778,1,0.8571,0.6,1,0.8182,0.5,1,0.9286,1,0.95,0.7,0.9,0.8333,0.7,0.5909,0.8333,1,1,0.6667,0.875,0.6667,0.9167,1,0.875,0.6667
"locus6065",0.875,0.9375,0.95,0.9091,0.9444,1,1,0.9444,0.8636,1,1,0.9286,0.95,1,1,1,0.6875,0.8333,0.9286,0.8125,1,0.3333,0.7222,0.85,0.6,1
"locus6066",1,1,1,1,1,1,0.7,1,0.9545,0.9375,1,1,0.95,1,0.9583,0.7,0.8889,1,1,1,1,1,1,1,1,1
"locus6067",0.9583,0.9286,1,1,0.9444,0.9583,1,0.8333,1,0.9375,0.9545,1,1,1,1,1,1,1,1,1,0.7857,1,0.95,1,0.9545,0.875
"locus6068",1,1,1,0.95,1,1,1,0.9444,1,1,1,0.875,1,0.9375,0.9583,1,1,1,0.9375,1,0.9286,0.9545,0.8889,1,1,1
"locus6069",0.875,0.875,0.9286,1,0.9444,0.9167,1,1,0.85,1,0.9545,1,1,0.8,0.8636,1,0.9444,0.6667,0.75,1,0.6,1,0.9444,0.7143,0.9545,0.9167
"locus6070",1,1,1,0.6,0.8333,1,1,0.9444,1,0.9375,1,1,0.95,1,1,1,0.8333,0.8333,1,1,1,1,0.95,1,1,1
"locus6071",0,0,0.1,0,0,0.0833,0,0,0.0455,0.0625,0,0,0.05,0.25,0.0833,0.0455,0,0,0,0.0556,0.0714,0.0455,0,0,0,0
"locus6072",0,0.7143,0.1667,0,0.1875,0.5625,NA,0.0625,0.25,0.0833,0.8,0.2143,0.8333,0.375,0.2083,0.5,0.0556,0.25,0.3333,0.1667,0.0833,0,0,0.2857,0.15,0.0833
"locus6073",0.9583,1,0.95,1,0.8889,1,0.8,0.8889,1,1,1,0.9375,1,0.875,0.9167,0.8333,0.75,1,0.875,0.9444,1,1,0.85,0.95,0.9545,0.9167
"locus6074",0,0.0625,0.4375,0,0.1667,0.3333,0.1667,0.3333,0.0909,0.125,0.1111,0.1,0.125,0.375,0.2273,NA,0.0556,0,0.1429,0.2222,0.3333,0.0455,0.05,0.1667,0.1667,0.0455
"locus6075",0.9583,0.8125,0.95,1,1,0.9583,1,1,1,0.875,1,1,1,1,0.9583,0.9545,0.9444,1,1,1,1,1,1,0.85,0.9545,0.9583
"locus6076",0.9583,0.8571,1,0.9545,0.6667,0.7917,1,0.9444,0.8636,0.875,0.6,1,0.6429,1,1,1,1,1,0.9375,1,0.9286,0.8571,1,0.95,0.9091,0.9583
"locus6077",0.2083,0.4286,0.15,0.05,0.0625,0.0833,0,0.1667,0.1364,0.1875,0.4375,0.2143,0.3,0.3571,0.2273,0,0.0556,0.1667,0.2857,0.1111,0.1667,0.2273,0.25,0.45,0.1364,0.2273
"locus6078",0.7917,0.9375,0.85,0.7273,0.9444,0.875,0.75,0.9444,0.6818,0.5714,1,0.8125,1,0.9375,0.9583,0.7727,1,1,0.875,0.8889,0.9286,0.6111,0.8,0.8,0.9091,0.9545
"locus6079",1,1,1,1,1,1,1,1,0.9091,1,0.9,1,0.85,1,1,1,1,0.8333,1,0.9444,1,0.5714,1,1,1,1
"locus6080",1,1,0.95,1,1,0.9583,1,0.8333,1,1,0.9,0.9375,1,0.9375,1,1,1,1,1,1,0.9167,1,0.95,0.95,1,0.9
"locus6081",0.9583,0.8125,0.95,0.8182,1,0.8333,1,1,0.9091,1,0.9091,0.9375,1,0.8125,0.9167,1,1,1,1,0.7778,0.8571,1,0.95,0.7222,0.9091,0.9583
"locus6082",0.0556,0.125,0.4,0.2143,0,0,NA,0.0556,0.125,0.1,0,0.0833,0.1,0.5,0.3333,0.5,0,0,0.1667,0.25,0.2143,0.0455,0.0625,0.1667,0.1818,0
"locus6083",0.7273,1,0.9,0.9091,1,1,1,1,0.8636,1,1,0.875,1,0.875,0.9167,0.9545,0.9286,1,0.9375,0.8889,1,1,0.9,0.95,0.6667,1
"locus6084",0.9167,1,0.95,0.8636,1,1,0.5,0.875,1,1,0.8636,0.875,1,0.9286,1,0.6,1,0.8333,1,0.7143,1,1,0.8,0.9,0.875,0.9167
"locus6085",0.8333,1,0.85,0.7273,1,1,1,1,0.8182,1,0.9091,0.8125,1,1,0.7083,1,1,1,0.8125,0.8333,0.6429,0.9545,0.7,0.95,0.9091,1
"locus6086",0.9583,1,0.9,1,0.8889,0.9583,1,0.8125,0.9091,1,1,0.875,1,0.9375,0.9583,1,1,1,0.6875,0.875,1,1,0.95,0.9,1,0.9583
"locus6087",0.8636,0.7857,1,0.9375,0.9375,0.8636,0.5,0.9444,0.9545,0.6429,0.8333,0.9375,1,0.6875,0.875,0.75,0.8333,0.8333,0.9375,1,1,0.6875,0.7857,1,0.9444,0.9583
"locus6088",1,0.9375,1,0.9545,1,1,1,1,1,0.9375,0.9545,0.9375,0.9,1,1,0.9091,1,1,0.9375,0.9444,1,1,1,1,0.9545,1
"locus6089",0.9167,0.5,1,1,0.5625,0.3,1,0.8,0.8636,1,0.1111,1,0,0.9375,1,0.9545,0.9444,1,0.9375,0.9444,0.75,0.9545,0.95,1,1,0.875
"locus6090",0.7727,0.875,0.6875,0.8571,0.9444,0.7917,0.9,1,0.5556,1,0.75,1,1,0.9375,0.8333,1,0.7778,0.5,0.5,0.5714,1,0.5,0.6875,0.8125,0.7778,0.9583
"locus6091",0.55,0.5,0.75,0.625,0.7857,0.6,1,0.5,0.6111,0.5,0.9375,0.4286,0.9286,0.4167,0.8571,0.7857,0.6429,0.5,0.7,0.5,0.3571,0.5714,0.4167,0.5,0.7857,0.5
"locus6092",1,0.8125,1,1,1,0.9545,1,1,1,1,0.9091,1,0.95,1,1,1,1,1,0.9375,0.8333,1,1,0.95,1,1,1
"locus6093",0,0.0625,0.1,0.0909,0.1111,0.0556,NA,0,0.25,0.125,0.1667,0.125,0,0.0833,0.1667,0.1667,0.0556,0.3333,0.125,0.1429,0.0714,0.4286,0.1111,0.05,0.0455,0.0417
"locus6094",1,0.9286,0.875,1,1,1,1,0.7222,1,1,1,1,1,0.75,0.7,1,1,0.75,0.7857,0.6875,0.9,1,0.9,1,0.6875,0.8333
"locus6095",1,0.625,0.9,0.9091,0.2,0.4,1,0.7,1,1,0.4,0.8125,0.2857,0.75,0.9167,0.9091,1,0.8333,0.875,1,0.9167,1,0.9444,0.8889,0.6667,0.6
"locus6096",0.6818,1,0.95,0.9545,1,1,1,1,0.9545,1,0.9545,1,1,1,1,1,0.9444,1,1,0.9444,1,0.9545,1,0.85,1,1
"locus6097",0.9545,1,1,0.45,1,1,1,1,1,1,0.9545,0.875,1,1,0.875,1,1,1,1,1,1,1,1,1,1,1
"locus6098",0.5833,0.9375,0.75,0.7,0.9444,0.9167,0.3,0.9444,0.6,0.75,1,0.625,1,0.5625,0.6667,0.1818,0.4375,0.8333,0.6667,0.5556,0.7143,0.55,0.7,0.6111,0.5455,0.8636
"locus6099",1,1,0.7778,1,0.8333,0.9583,1,0.7857,1,1,0.9091,0.9,1,0.9286,0.85,1,1,1,0.9167,0.9444,0.5,0.6875,1,0.875,0.8182,0.9583
"locus6100",0.45,0,0.5,0.5,0.4,0.0455,0,0.2,0.3333,0.0833,0.1364,0.25,0.1,0.1875,0.3636,0,0.2143,0.5,0.2857,0.5,0.75,0.1,0.4167,0.2,0,0.2857
"locus6101",0.9583,1,0.9,1,0.9444,1,1,1,0.9545,1,1,1,1,0.9375,1,1,1,1,0.9375,1,1,1,1,0.85,0.9545,0.9583
"locus6102",0.9583,0.9375,1,0.9545,1,0.8333,1,1,0.9545,1,1,1,0.95,1,0.9583,0.9545,1,1,0.875,0.8889,1,1,1,0.85,1,1
"locus6103",0,0,0,0.0455,0.0556,0.1667,0,0,0.0455,0,0,0,0,0.0625,0.0833,0,0,0,0.1875,0,0,0,0,0,0,0
"locus6104",0.8636,0.9375,0.9,0.95,1,1,1,1,0.8182,0.8125,1,0.75,1,0.8125,0.7917,1,1,1,0.9375,0.9444,1,0.5833,0.7778,0.9,0.8,1
"locus6105",0.9583,0.7857,1,1,0.6429,0.65,1,0.8889,0.8636,1,0.5,1,0.3571,0.9375,0.875,1,1,1,0.875,0.875,0.9286,1,1,0.9,0.9091,0.8636
"locus6106",1,1,1,0.9,1,0.75,0.6,0.8889,1,0.75,0.9545,1,1,0.9375,1,0.0556,0.9375,1,1,1,0.9286,1,0.85,1,0.9545,1
"locus6107",0.9583,1,1,0.9545,1,1,0.9,0.9444,0.9545,0.9375,1,0.875,1,0.875,0.875,0.85,1,1,0.9375,1,1,1,1,1,1,1
"locus6108",0.25,0.1875,0.1,0.1364,0,0.2083,0.6,0.0556,0.3182,0.3125,0.0909,0.1875,0.1,0.1875,0.0417,0.25,0.5,0.5,0.1429,0.3889,0,0.05,0.1111,0.1,0.25,0.125
"locus6109",1,1,1,0.9545,0.6429,0.8,1,0.4375,1,0.8125,1,0.9,0.9,1,0.9167,1,1,1,0.9375,0.9444,0.4167,0.9545,0.9444,0.95,0.7222,0.5455
"locus6110",0.8333,0.7143,0.75,0.75,1,0.8182,1,0.9375,0.7727,0.9,0.9,1,0.6429,0.625,0.7727,0.9545,0.9444,1,0.75,0.8889,0.9167,1,0.8,1,0.75,0.9091
"locus6111",0.9167,1,0.6667,0.9545,1,1,1,1,0.8182,0.9375,1,1,1,0.8125,0.7273,0.9545,0.9444,1,0.5714,1,1,0.85,1,0.9444,1,1
"locus6112",0.125,0.0625,0.15,0.0455,0.2,0.0909,0.3,0,0.1364,0,0.0909,0.125,0.1111,0.125,0.0455,0.0455,0,0,0.3125,0.0556,0.1667,0,0.05,0.15,0.0909,0.1667
"locus6113",0.2727,0.1875,0.15,0.3889,0,0.0417,0,0.1111,0.1818,0.25,0,0.25,0,0.0625,0.1667,0.0455,0.3333,0.5,0.0833,0.1875,0,0.3333,0.25,0.2778,0.1818,0
"locus6114",0.15,0.25,0.5,0.0833,0.5,0.2,0,0.5833,0.3333,0,0,0.5,0.0714,0.5,0.5,0,0.0833,NA,0.6,0.0714,0.6667,0.2222,0.1875,0.3571,0.5556,0.5
"locus6115",0.1667,0.1667,0.0625,0.2857,0.0556,0,1,0.0625,0,0.1667,0.2727,0.25,0.2143,0.1429,0,0.8889,0,0.75,0,0,0,0.0556,0.125,0.4375,0,0.0417
"locus6116",0.8333,0.9375,0.85,0.9,1,1,1,1,0.7273,0.9375,1,0.875,0.95,0.625,0.875,1,0.8889,1,0.875,0.8333,0.9286,0.9545,0.9,0.9,1,1
"locus6117",0.9583,0.875,1,0.95,1,0.875,1,1,0.9444,0.9375,1,0.9286,1,1,0.9583,1,0.8571,1,0.8125,1,1,1,1,0.9,0.9545,1
"locus6118",0.1667,0.3,0.1875,0.05,0,0.2143,0.2,0.0556,0.1667,0.4167,0.5,0,0.4375,0.25,0.1667,0.45,0.2857,0,0.1,0.4,0.1,0.25,0.3571,0.1,0.5,0.1
"locus6119",1,0.9286,1,1,1,0.9583,1,1,0.8636,1,0.9545,0.9375,1,1,0.9167,1,1,0.8333,0.9375,1,0.9286,1,1,1,0.9545,0.9167
"locus6120",0.0417,0.0625,0,0,0,0.2083,0,0,0.2143,0.0625,0.0455,0,0,0.1875,0.0714,0,0,0,0.0714,0,0,0,0.05,0.3,0.0455,0
"locus6121",0.9167,0.625,0.7222,0.8,0.7143,0.35,0.6667,0.8889,0.8,0.6429,0.2273,0.8571,0.1667,0.625,0.6667,0.6875,0.6111,1,0.5714,0.7222,1,0.8636,0.9444,0.75,0.8636,0.75
"locus6122",0.7083,0.8571,0.9,0.75,1,1,0.3,1,0.8182,0.4167,1,1,0.95,0.875,0.9545,0.2,0.8889,1,0.8125,0.6875,0.9286,1,0.85,0.8,0.95,0.9583
"locus6123",0.9167,1,1,0.9545,1,1,1,1,0.8636,0.9375,1,1,1,0.9375,0.9583,1,0.8889,1,0.9375,0.8889,1,1,0.9,0.85,1,1
"locus6124",0.6818,0.8125,0.75,0.6667,0.5,0.8182,1,0.375,0.6,0.625,0.9,0.5,0.9444,0.6429,0.5455,0.95,0.9444,0.6667,0.7143,0.7222,0.5714,0.8182,0.8889,0.45,0.4375,0.3182
"locus6125",0.8333,0.875,0.875,0.6818,1,0.9375,1,0.625,0.7727,0.7857,0.8182,0.9167,0.8333,0.7857,0.7917,1,0.9444,1,0.7857,0.875,0.5,1,0.8333,0.85,0.8636,0.8333
"locus6126",0.9167,1,0.85,0.9545,1,0.9583,0,1,0.8182,0.8333,1,1,1,0.6875,1,0.0625,1,1,0.9375,0.8571,1,1,1,0.95,0.9545,1
"locus6127",0.1818,0.125,0.1,0.3,0.0556,0.1667,0.1,0,0.1818,0.125,0.0909,0.125,0.1,0.1875,0.1667,0,0.3333,0.3333,0.125,0.125,0,0.55,0.35,0.1,0.3,0.0833
"locus6128",1,0.9286,0.5714,0.9091,0.3333,0.75,1,0.625,0.7,1,0.7143,0.875,0.875,0.8125,0.75,0.9545,1,1,0.7,1,0.8,1,1,0.75,0.8571,0.75
"locus6129",0,0,0,0.0455,0.0625,0,0,0.0556,0,0,0,0.0625,0,0.0625,0.1667,0,0.0556,0,0,0,0.0714,0.0455,0,0,0,0.0417
"locus6130",0.9167,0.9375,1,1,1,0.9091,0.9,0.9444,0.8636,0.875,0.6818,0.875,1,0.875,0.9583,0.7727,1,1,0.875,0.6111,1,0.9091,0.95,0.95,0.7727,1
"locus6131",1,1,1,1,0.9444,0.6364,1,0.8889,1,1,1,1,1,1,1,1,1,1,1,1,0.7143,1,1,1,1,0.9583
"locus6132",1,1,1,0.9091,1,1,1,1,1,1,1,1,1,1,1,1,0.8889,1,1,1,1,0.5625,1,1,1,1
"locus6133",0.9583,0.9375,0.95,0.9545,1,1,1,0.9444,1,1,0.9545,1,1,0.9375,0.9583,1,1,1,0.9375,1,1,1,0.95,0.9,0.9545,1
"locus6134",0.9583,0.8125,0.95,0.9091,1,1,1,1,1,0.875,1,0.9375,1,1,1,1,0.9444,1,1,1,1,1,0.95,1,1,1
"locus6135",1,1,1,1,0.9444,0.9583,1,0.9444,1,1,1,1,1,1,1,1,1,1,0.9375,1,1,1,1,1,0.8182,0.7
"locus6136",0.9167,1,1,0.7143,1,1,1,1,1,1,0.9545,1,1,1,0.8182,1,0.8333,1,1,1,1,0.9545,0.9167,0.95,1,1
"locus6137",0.25,0,0,0.0455,0.2857,0.0833,0,0.0714,0,0.125,0.05,0.125,0,0.0625,0.0417,0,0,0,0,0,0,0,0.1,0,0.05,0.0909
"locus6138",0.9545,0.4375,0.8125,0.5,0.8,0.875,1,0.9286,0.7727,0.6429,0.9,0.8125,0.8571,0.6429,0.9545,0.9091,1,0.5,0.75,0.5714,0.8,0.95,0.875,0.8,0.8333,0.875
"locus6139",0,0.125,0,0,0.2,0.3182,0,0,0,0,0,0,0.4375,0,0.0417,0,0,0,0,0,0,0,0,0,0.0909,0
"locus6140",0.3571,0.0714,0.2857,0.1,0.25,0.1429,1,0.25,0.3333,0.3333,0.25,0,0.1667,0.5,0.3125,1,0.6,0.25,0.375,0.4167,0,0.5,0.0625,0.25,0.25,0.25
"locus6141",0.6667,0.75,0.4167,0.8125,0.7143,0.75,0.5,0.8889,0.7,0.8,0.35,0.9375,0.3125,0.875,0.75,0.5,0.875,0.8333,0.6,0.8,0.7,0.8636,0.8,0.7222,0.7857,0.9091
"locus6142",0.5909,0.625,0.8333,0.55,0.2857,0.3889,1,0.3571,0.5,0.5833,0.7273,0.5,0.65,0.5,0.5455,0.9545,0.6111,0.5,0.5,0.8333,0.375,0.4,0.6111,0.4375,0.5625,0.2222
"locus6143",0.9167,0.9375,0.95,1,0.75,0.9167,1,0.9,1,0.875,1,1,1,1,1,1,0.9444,1,0.9375,0.9444,1,0.9545,1,0.95,0.9091,0.8889
"locus6144",0.8,0.0625,0.125,0.3571,0.0556,0,0,0.1667,0.375,0.0714,0.0455,0,0,0.25,0.15,0.05,0.7,0.3333,0.1,0.4286,0,0.5714,0.5,0.0714,0.4286,0.0417
"locus6145",1,1,1,1,0.9444,0.9167,1,0.9444,1,1,0.9091,1,0.95,1,1,1,1,1,0.9375,0.9444,1,1,0.95,0.9,0.9545,0.75
"locus6146",0.9583,0.9375,1,1,1,0.9583,1,1,0.8333,1,0.9091,0.9375,1,0.9375,0.7857,1,0.875,1,0.8,1,1,1,0.95,0.7,0.9545,1
"locus6147",0.125,0,0,0,0,0,0,0.0556,0.05,0,0,0,0,0.0625,0.0833,0.0455,0.0556,0.1667,0,0.0556,0.1429,0.0455,0,0,0,0
"locus6148",0.3182,0.0625,0.1,0.1429,0,0,0.375,0,0.2,0.125,0.0909,0,0.1,0,0.0417,0.5,0.1875,0,0.125,0.1875,0,0.0909,0.125,0.05,0.2143,0
"locus6149",1,0.75,1,0.8636,1,0.8333,1,1,1,0.9375,0.8636,1,0.95,1,1,1,1,1,1,1,1,1,0.9,0.8,0.9545,1
"locus6150",0.8182,0.5833,0.8333,0.8889,0.5,0.5,1,0.75,0.7143,0.9,0.3889,0.8,0.5,0.7857,0.7273,0.9545,0.8889,0.6667,0.9167,1,0.875,0.8571,0.9286,0.8333,1,0.5625
"locus6151",0.9167,0.75,0.9444,0.8571,1,0.9444,1,0.8889,0.9545,0.9375,0.65,0.8571,0.7857,0.9375,0.9375,1,0.8333,1,0.8333,0.9444,0.6667,0.9091,0.9444,0.7857,0.9444,0.875
"locus6152",0,0,0,0.0455,0.75,0.2857,0,0.3571,0,0.0625,0.1,0.2143,0,0,0.0909,0.0455,0,0,0,0,0,0,0,0,0.0556,0.6875
"locus6153",0.5909,0.4,0.5,0.5714,0.4167,0.45,0.25,0.7143,0.4375,0.5,0.5,0.75,0.3889,0.4,0.6111,0.0625,0.4167,0.75,0.5714,0.6429,0.625,0.7778,0.625,0.75,0.75,0.6667
"locus6154",0.0417,0.125,0,0,0,0.0417,0,0.0556,0.0455,0.0625,0.1818,0.125,0.15,0,0,0,0,0.1667,0,0.0556,0,0.2778,0.05,0,0,0.0417
"locus6155",0.8182,1,1,1,1,1,1,1,0.95,1,1,1,1,1,0.9583,1,0.8889,0.8333,1,1,1,0.9545,1,0.95,0.9091,1
"locus6156",0.7143,0.8333,0.9444,1,1,0.75,1,0.8,0.75,0.75,1,0.875,1,1,0.75,0.9545,1,0.75,0.9167,0.9,0.5,0.8333,0.8333,1,0.9375,0.85
"locus6157",1,1,0.85,0.9091,0.9444,1,1,1,1,1,1,0.875,1,1,0.9583,1,0.9444,0.8333,1,1,0.9286,1,0.95,1,1,1
"locus6158",0.8182,0.5625,0.1875,0.55,0.4286,0.2727,1,0.125,0.3636,0.3125,0.5,0.4286,0.625,0.1667,0.2083,0.9545,0.9444,0,0.25,0.5,0.25,0.8571,0.5714,0,0.35,0.3
"locus6159",0.5,0.5,0.4,0.5714,0.4375,0.3333,0.3,0.3571,0.5,0.6,0.4444,0.5,0.375,0.4167,0.45,0.4,0.5,NA,0.5625,0.75,0.5,0.7143,0.5,0.5,0.5833,0.4
"locus6160",0.6,0.875,0.75,0.9091,0.8333,0.9091,0.625,0.8889,0.6818,0.7,0.9545,0.75,0.9,0.5833,0.6667,0.65,0.5,0.6667,0.7857,0.5833,0.8333,1,0.8889,0.7143,0.8889,0.8333
"locus6161",0.5417,0.5625,0.7,0.6875,0.8889,0.6364,0.9,0.5556,0.65,0.875,0.6667,0.5833,0.8,0.6875,0.5,0.8636,0.7778,0.6667,0.5625,0.625,0.5,0.45,0.6667,0.65,0.8636,0.65
"locus6162",1,0.875,1,1,1,0.875,1,1,1,1,0.8571,1,0.875,1,0.9583,1,1,1,0.9375,1,0.9286,1,0.95,1,1,0.9583
"locus6163",1,1,1,0.9545,0.9444,1,1,0.9444,1,1,1,1,1,1,1,1,1,1,1,0.9444,0.7857,1,1,0.8,1,0.9091
"locus6164",0.0417,0,0.1,0.0455,0,0.125,0.1,0,0.0455,0,0,0,0,0,0.0417,0.1364,0,0,0,0,0,0,0,0.05,0,0
"locus6165",0.7727,0.9167,0.7143,0.9,0.8889,1,0.9,0.5625,0.7778,0.9375,0.9091,0.75,1,0.9286,0.7,0.9545,0.8125,1,0.5,0.9375,0.8333,0.5,0.625,0.7778,0.7,0.7273
"locus6166",1,0.8571,0.7222,0.7222,0.9444,1,1,0.8333,0.85,0.9286,0.9091,0.875,1,0.8125,0.6818,1,0.8333,1,0.8333,1,0.8,0.9091,0.95,0.9444,0.9545,1
"locus6167",0.7143,0.1,0.3333,0.5625,0.0833,0.1667,1,0.4,0.3333,0.5,0.0455,0.375,0.05,0.375,0.1667,0.6875,0.2143,0.1667,0.1667,0.4167,0,0.5455,0.5833,0.3,0.3125,0
"locus6168",0.9167,1,0.85,1,1,1,1,0.9444,1,1,1,1,1,1,0.875,1,1,0.8333,1,0.9444,0.7857,1,1,1,1,1
"locus6169",1,0.875,1,1,1,1,1,1,1,1,1,1,0.95,1,0.9583,1,1,0.8333,1,1,1,0.9545,0.95,0.85,1,0.9583
"locus6170",0.9167,1,0.95,1,0.9375,1,1,0.875,0.8636,1,0.9545,0.875,1,1,0.9583,1,1,1,0.875,0.8333,0.75,1,1,1,1,0.9
"locus6171",0.9,0.6,0.85,0.8,0.6,0.7,1,0.4444,0.9545,0.6667,0.3636,0.8333,0.375,0.9286,0.8182,1,0.7857,0.75,0.7143,0.9,0.2857,0.5556,0.7,0.8571,0.9,0.375
"locus6172",0.7917,1,1,0.9545,1,1,1,0.9444,1,1,1,0.875,0.95,1,1,1,0.875,1,1,0.8333,1,0.9545,0.9444,0.8333,0.8636,1
"locus6173",0.8,0.9375,0.95,1,1,1,0.8,0.8889,0.95,1,1,1,1,1,0.9583,1,0.4167,0.75,1,0.8889,1,0.9,0.7857,0.95,0.9375,1
"locus6174",0,0.125,0.1,0,0,0.0833,0,0,0.2273,0,0,0.0625,0,0,0.0833,0,0,0,0.0625,0,0,0,0,0,0,0.0417
"locus6175",0.9091,0.9375,1,0.9545,1,1,1,1,0.9545,1,1,0.9375,1,1,0.9167,1,0.875,1,1,0.625,1,1,0.9,0.95,0.9545,1
